"file","categoryname","price","mass","volume","description"
"Atmospheric_Scrubbers","Industrially_Manufactured_Goods/Mining",27000,4,8,"@cargo/atmospheric_scrubbers.image@Atmostpheric scrubbers consist of a series of screens, containers and filters to remove toxic wastes from an artificial atmosphere. As few if any spaceborn craft have an effective contained ecology, they require such artificial means of providing a sustained breathable atmosphere.."
"Boring_Droids","Industrially_Manufactured_Goods/Mining",90,150,25,"@cargo/boring_droids.image@Construction of mine shafts has never been so easy. Just feed your tunnel plans to these babies, and come back a few days later to find huge mounds of debris and delightfully polished passageways."
"Explosives","Industrially_Manufactured_Goods/Mining",95,2,1,"@cargo/explosives.image@Things that go BOOM are always required to obtain materials from rock strata. Whether removing surface materials to get to the mining beneath, breaking up large amounts of materials for processing, or rough access work, explosives will do the job every time. Made for vacuum as well as atmospheric use, they have few usage limitations."
"Hull_Patches","Industrially_Manufactured_Goods/Mining",95,1,1,"@cargo/hull_patches.image@As hull leaks are frequent due to general use (let alone battle), various products have been developed to maintain hull integrity. They range from liquid spray canisters with QuickFast? Sealant (tm), to diskcaps to full sized metal plates. Most are used in automated repair systems, while others need to be applied in spacedock."
"Laser_Drills","Industrially_Manufactured_Goods/Mining",95,4,2,"@cargo/laser_drills.image@While the precise nature of the cuts produced by this drill certainly add to its usefulness, the fact that laser drills never go blunt or snag on dense ore deposits has caused the laser drill to replace all other competitors. With a detachable powerpack for low power usage, or with cable attachments to a high power source, drilling depth, operating time and area of operation can vary immensely."
"Light_Alls","Industrially_Manufactured_Goods/Mining",88,1,1,"@cargo/light_alls.image@There are few things more terrifying to an asteroid miner than the classic scene from the holovid movie 'The Dark Rock', wherein a group of asteroid miners' standard light droid loses power, and they are attacked by a hideous alien awoken by their mining. While no voracious aliens have ever actually been found in an asteroid mine, reality has never been been a particularly key component of marketing strategy."
"Material_Processors","Industrially_Manufactured_Goods/Mining",45000,40,100,"@cargo/material_processors.image@On site initial processing and refining of raw materials are performed by material processors. From autoloading of materials, to extraction of useful products and packaging of waste for disposal, look no further than these monsters to do the job"
"Waste_Recyclers","Industrially_Manufactured_Goods/Mining",24000,20,20,"@cargo/waste_recyclers.image@Waste Recyclers will filter all shipboard waste, recycling usable matter. Such includes fresh water, and a limited amount of nutrients to be added to food. The remainder is stored and dumped into a local sun or added to a planetary ecology."
,,,,,
"Recycled_Electronics","Industrially_Manufactured_Goods/Recycled_Products",190,2,1,"@cargo/recycled_electronics.image@Especially prized by the collectors of the arcane, though also prized by cheapskates, the garbage of the modern day is still valuable in its obsolescence."
"Recycled_Metals","Industrially_Manufactured_Goods/Recycled_Products",50,500,50,"@cargo/recycled_metals.image@That which can be readily melted can be readily re-made."
"Recycled_Oil","Industrially_Manufactured_Goods/Recycled_Products",60,10,10,"@cargo/recycled_oil.image@Given the prodigious use of hydrocarbons by sentient life, it is useful to reuse when possible."
"Recycled_Plastics","Industrially_Manufactured_Goods/Recycled_Products",38,15,10,"@cargo/recycled_plastics.image@As nearly all human civilian products rely on hydrocarbon polymers, were there not a massive recycling program, humanity would have drowned under its own refuse."
,,,,,
"Fuel_Cell","Industrially_Manufactured_Goods/Power_Utilities",70,2,1,"@cargo/water_dynamo.image@A fuel cell using the hydrogen+oxygen=water chemical reaction. Conversion of the gases to water produces direct current electricity, with the water produced being collected in a secondary chamber for recycling. Highly durable and environment-friendly, but eventual failure through heat loss and filament decay, plus a comparatively low power output, means such cells are used only in portable electronic devices and for backup power."
"AM_Magcells","Industrially_Manufactured_Goods/Power_Utilities",70,5,1,"@cargo/am_magcells.image@The Magcell is a storage container and injector that stores charged matter and antimatter inside separate electro-magnetic fields. The magcell injects fuel through injector fields directly into the reactor core to ignite a fusion reaction."
"Nuclear_Pods","Industrially_Manufactured_Goods/Power_Utilities",70,10,1,"@cargo/nuclear_pods.image@These pods hold fissionable fuel within dense radiation shielding. As advanced fission techniques allow energy generation from both the original fuel and the primary waste material, this fuel is greatly reduced in radioactivity. The pods then contain the final waste product for shipment and disposal in solar cores."
"Fusion_Injectors","Industrially_Manufactured_Goods/Power_Utilities",70,8,1,"@cargo/fusion_injectors.image@Fusion Injectors are designed to hold the heavy water required for the fusion process. When required, it then injects the heavy water into the plasma core at the centre of the power source."
"H-Dispenser","Industrially_Manufactured_Goods/Power_Utilities",70,2,1,"@cargo/baakgah.image@An Aeran fuel cell material that releases hydrogen in an easily controlled manner. Highly efficient energy generation used in all applications barring spaceflight."
"Biocell","Industrially_Manufactured_Goods/Power_Utilities",70,0.8,1,"@cargo/biocell.image@Rlaan fuel cell technology evolved along the bio-energy path. Living micro-organisms provide additional energy surplus to life requirements. A biocell is capable of storing this energy when captured, and provides sufficient energy to power most Rlaan personal and small item needs."
"Chitty-chitty-boom-boom","Industrially_Manufactured_Goods/Power_Utilities",40,10,10,"@cargo/chitty-boom.image@An incredibly large, incredibly complex, and incredibly unstable hydrocarbon, CCBB is used in applications where fusion reactors are too large, antimatter cells are too expensive, and fission reactors are impractical. This tends to limit its use to power-tools and personal transport units."
,,,,,
"Weather_Control","Industrially_Manufactured_Goods/Xenoforming",400,230,100,"@cargo/weather_control.image@Even after several centuries, the prediction of weather is still an unreliable practice. As such, scientists decided that rather than predicting weather, they would control it. The benefits of such would include ensuring rainfall and sunshine in doses for maximum production."
"Atmospheric_Processors","Industrially_Manufactured_Goods/Xenoforming",400,75,50,"@cargo/atmospheric_processors.image@Whether it be because of over-industrialization or innate unpleasantness, if a planetary atmosphere is not to one's liking, deploying a few of these will ensure the atmosphere can support sentient life.\nWARNING: Do not fire weaponry beneath these things, as you will likely cause a thermonuclear explosion."
"Ozone_Replacement","Industrially_Manufactured_Goods/Xenoforming",330,75,50,"@cargo/ozone_replacement.image@Many electronic devices naturally produce ozone. However, as most of these devices tend to be grounded, they do not contribute to the accretion of an ozone layer at high altitude. A recently arrived at solution: move lots of electronic devices out to the ozone layer on high efficiency flying platforms. These are the platforms."
"Forest_Regenerator","Industrially_Manufactured_Goods/Xenoforming",520,75,25,"@cargo/forest_regenerators.image@While many civilized races, with the notable exception of the Aera, would love to see their ancestral forests of old regrown, nearly all are disinclined to do much work towards this goal. Therefore, some effort has been made into producing autonomous forestry units that can oversee the regrowth of an ecosystem without anyone having to get their manipulator appendages dirty."
"Xenoforming_Units","Industrially_Manufactured_Goods/Xenoforming",8342,50000,1600,"@cargo/terraforming_units.image@Incorporating atmospheric processing, development of a viable biosphere of plantlife and creation of surface water, terraforming units are automated monstrosities that can be landed on a hostile planets surface. Over the course of decades or centuries, these units slowly convert a non-livable planet into a functioning ecosystem."
,,,,,
"Home_Furnishings","Consumer_and_Commercial_Goods/Domestic",140,25,75,"@cargo/home_furnishings.image@Whether filling a multi-room dwelling with creature comforts, or just a rug to avoid standing on cold metal in a stateroom, all sentients prefer furnishings to make a house their home."
"Home_Appliances","Consumer_and_Commercial_Goods/Domestic",100,20,64,"@cargo/home_appliances.image@From the esoteric hover-masseuse to the ubiquitous Insta-Nuker, these are the champions of eternal consumerism. All these products are designed to simplify the life of the buyer, or so the sales pitch goes."
"Robot_Servants","Consumer_and_Commercial_Goods/Domestic",442,0.1,2,"@cargo/robot_servants.image@Trained in the nuances of absolute servility, and having the abilities of a bodyservant and portable data storage unit, these machines are valued accessories for those too poor or too ethical to use human servants."
"Personal_Transport","Consumer_and_Commercial_Goods/Domestic",1896,69,42,"@cargo/personal_transport.image@Whether dropping down to the local dispensary, or travelling around the planet to visit friends, these wheeled, hover and flight conveyances serve every requirement of the average traveler."
,,,,,
"Standard_PADs","Consumer_and_Commercial_Goods/Electronics",45,1,1,"@cargo/standard_PAD.image@Personal Assistant Devices incorporate functions such as planetary communications, data storage and retrieval, and electronic diary, all in one small, usually hand sized and hand held package."
"Premium_PADs","Consumer_and_Commercial_Goods/Electronics",45,1,1,"@cargo/premium_pad.image@While costly, advanced developments in electronics now permit PADs that can be strapped to a wrist or similar appendage, rather than be carried in hand. A holographic projection provides the interface device, rather than hard wiring in the PAD itself."
"Consoles","Consumer_and_Commercial_Goods/Electronics",45,1,1,"@cargo/consoles.image@Popular descriptive name for a Central Entertainment System. These systems include wall mounted 2D video screens, holographic projectors, recording and playback devices for audio and visual, planetary communications and the ability to play games over virtual networks."
,,,,,
"Classical_Instruments","Consumer_and_Commercial_Goods/Luxury",1200,0.05,1,"@cargo/classical_instruments.image@Typically, those musical instruments designed and built before the age of industrialization. Usually percussion and acoustic instruments, most of which were built by those regarded as masters in their musical fields."
"Jewelry","Consumer_and_Commercial_Goods/Luxury",1200,0.3,0.1,"@cargo/jewelry.image@All sentients enjoy personal adornment. Both for the visual appearance alone, as well as to serve as a measurement of personal success. Usually consisting of precious metals and gems worked into fantastic pieces of work by master jewellers. The most famous was Xilothee's Dress, consisting of several ropes of gold and three large gemstones, strategically placed and worn with no other stitch of material."
"Rare_Artwork","Consumer_and_Commercial_Goods/Luxury",105,0.01,2,"@cargo/rare_artwork.image@In the age of plasprints and holvids, the creations of the hand hold an especial value to today's connoisseur. There is just something about wood, canvas and oil paints that appeals. The more famous the artwork, or the artist, the more valuable the piece. Most famous of all is the 'Moaning Lisa', itself apparently a derivative of an older, lost work of art."
"Pearls","Consumer_and_Commercial_Goods/Luxury",1200,1,1,"@cargo/pearls.image@Pearls are formed from the concentric nacre secretions of a mollusc around an impurity. They are usually of one color, but individual pearls of varying colors have been known to exist."
,,,,,
"Personal_Hygienics","Consumer_and_Commercial_Goods/Personal",110,1.2,1,"@cargo/personal_hygienics.image@As advanced as the sentient races have become, they have not escaped the need for a good scrubbing up every once and a while. Creams and balms promise to use the latest advances in nanoscale chemical transport to remove wrinkles and provide superior skin tone, anti-esthers seek out and destroy unpleasant scent particles, and lastly orifice specific probes to prevent or clean up awkward bodily excretions."
"Clothing","Consumer_and_Commercial_Goods/Personal",60,101,100,"@cargo/clothing.image@Clothing of all manner of make and manufacture can be sold in almost any region of inhabited space. Ranging from military unitards influenced by ancient holovids, to the current trends of haute couture, to apparel derived from animals on lesser developed worlds."
"Aromatic_Scents","Consumer_and_Commercial_Goods/Personal",160,0.2,1,"@cargo/aromatic_scents.image@Scented oils, perfumes and fragrances derived from various plants and minerals that are pleasing to the senses. Often used for their effect on sentient biochemistry - whether for relaxation, stimulation or eroticism. Commonly mixed with water and delivered by evaporation, though some are applied directly to the body."
"IntaTouch","Consumer_and_Commercial_Goods/Personal",50,0.8,4,"@cargo/intatouch.image@A tactile simulator that provides an Aera with relaxing sensations."
"VirtuArea","Consumer_and_Commercial_Goods/Personal",50,0.05,1,"@cargo/virtuarea.image@A wall hanging that projects the illusion of open space."
,,,,,
"Robotic_Surgeons","Specialty_Goods/Medical",480,0.3,1,"@cargo/robotic_surgeons.image@While robotic assistance has long been the norm for medical procedures, generating an AI capable of reacting to operating room conditions without guidance has been an ongoing research project. This is the latest, and most promising, result."
"Regen_Tank","Specialty_Goods/Medical",742,1,5,"@cargo/regen_tank.image@With advances in DNA and cellular research, the medical establishment is now able to restore lost or damaged cellular material. Unfortunately, cellular reconstruction takes several months to regrow a digit, let alone any other bodypart, thus limiting usage to necessary body regeneration therapy only. Lastly, they have not figured out how to stop the replacement part from itching the entire time it's growing back..."
"Cryogenic_Pods","Specialty_Goods/Medical",505,2,2.5,"@cargo/cryogenic_pods.image@For the last thousand years humans have been freezing themselves (or their heads) in the hope that they will one day be revived. While the oddsmakers on New Vegas tend to see the survival rate ever breaking fifty/fifty as too close to call one way or the other, it is clear that our ability to freeze things has advanced rather more rapidly than our ability to defrost them."
"Hyposyringes","Specialty_Goods/Medical",480,1,1,"@cargo/hyposyringes.image@After the medical lawsuits of last century, something was needed to stop certain segments of the medical community from gaining some perverse pleasure by jamming large hollow needles into their fellow beings. The hyposyringe uses an explosive blast of air to insert the required dosage, and vacuum to extract bodily tissue."
"First_Aid_Kits","Specialty_Goods/Medical",480,7,10,"@cargo/first_aid_kits.image@While the contents have changed countless times, these kits can be found in every public transport and in every overprotective mother's travel bags. Typically containing everything to required to heal a papercut to amputating a limb, use of the advanced items is recommended only by those with a medical license or suffering psychopathy."
"Medical_Kit","Specialty_Goods/Medical",90,12,10,"@cargo/medical_kit.image@Given their somewhat similar chemical makeup, the Aera medical kit contains many items similar or analogous to those found in human first aid.\nOf noteworthy exception, however, is the standard issue in all Aera packs of a suicide pill marked 'Treatment for Terminal Trauma'."
"Pseudotherms","Specialty_Goods/Medical",90,16,10,"@cargo/pseudotherms.image@The Aera originated on a warm world, and are subject to episodes of reduced functionality if caught unprepared in a frigid environment. These coveralls are packed with shielded isotopes and spectral converters that are guaranteed to warm an Aera back up to body temperature within a few minutes."
"DNA_Resequencer","Specialty_Goods/Medical",90,0.3,1,"@cargo/dna_resequencer.image@This portable device can take any DNA sample and transcribe it into the more familiar Rlaan analogs so that it may be more conveniently analyzed."
"Cellular_Accelerant","Specialty_Goods/Medical",90,0.01,1,"@cargo/cellular_accelerant.image@A gel pack of complex organic muck that when applied to the site of an injury, will greatly increase the rate of a Rlaan's healing process."
,,,,,
"Simple_Medicines","Specialty_Goods/Pharmaceutical",25,0.6,1,"@cargo/simple_medicines.image@Common herbs, bandages and mixtures have use in a wide variety of applications. As life provides the normal knocks, a sentient being needs the occasional help to keep going."
"Vaccines","Specialty_Goods/Pharmaceutical",25,0.6,1,"@cargo/vaccines.image@With interstellar trade and war, the risk of infection from dangerous diseases and biological weapons requires vaccinations against every conceivable threat."
"Advanced_Medicines","Specialty_Goods/Pharmaceutical",25,0.6,1,"@cargo/advanced_medicines.image@Artificially created or derived treatments used in the fight against all problems that occur while leading a modern life. Whether treating cancers, diseases, or the common cold, there is something for everyone."
"Longevity_Drugs","Specialty_Goods/Pharmaceutical",25,0.6,1,"@cargo/longevity_drugs.image@The term longevity is a misnomer. While not extending life as such, these drugs DO ensure that one's body and mind remain fully capable until the very end. They provide a trade off between slow deterioration of body tissue, and fully functional tissue followed by extremely rapid decay to cellular matter in minutes. Brings new meaning to the phrase 'melting pot'."
"Blood_Plasma","Specialty_Goods/Pharmaceutical",25,1,1,"@cargo/blood_plasma.image@Each sentient species requires its own supply of interchangeable bodily fluids. Blood plasma is useful in restoring lost fluids from accidents or injury. Compatible with all types within one sentient species. Without blood plasma advanced medical technology would be useless."
,,,,,
"Enhanced_Limbs","Specialty_Goods/Augmentation",200,0.1,1,"@cargo/enhanced_limbs.image@When the limbs of a sentient being are just not up to the job, fiber enhancements, neuro drivers and some bone reinforcing can increase function by several orders of magnitude."
"Enhanced_Organs","Specialty_Goods/Augmentation",300,0.1,1,"@cargo/enhanced_organs.image@Sometimes genecrafting alone cannot provide the benefits desired. Whether organs are failing from age or ill health, or the host requires increased function because of adverse operating conditions, these enhancements will both strengthen the organ and increase performance."
"Artificial_Limbs","Specialty_Goods/Augmentation",250,0.1,1,"@cargo/artificial_limbs.image@Whether a limb is lost, or a sentient needs performance over and above enhancements, these limbs, made from advanced alloys are connected directly to a body's neural network and function with equal proficiency. Reports of limbs attacking the host body are unsubstantiated."
"Artificial_Organs","Specialty_Goods/Augmentation",300,0.1,1,"@cargo/artificial_organs.image@Where conditions are so dangerous that natural body organs wither and die, replacement artificial organs will keep functioning. Originally touted as replacement organs, artificial organs are now popular with those engaged in dangerous jobs and pursuits."
"Neural_Interface","Specialty_Goods/Augmentation",205,0.07,0.1,"@cargo/neural_interface.image@The true pulse of an Andolian is not the calm beating of her heart, but the rampaging datastream of her mind. Neural Interfaces connect a sentient being directly into any computerized network. Brain signals are converted to electronic impulses which in turn are read as operational commands by the network. Interfaces allow the operator to perform actions at a vastly superior speed in comparison to manual input."
"Neural_Computer","Specialty_Goods/Augmentation",205,0.08,0.1,"@cargo/neural_computer.image@A development of neural interfaces, the neural computer acts as a secondary brain, often controlling sentient actions when the primary intelligence is incapable. Such functions reflect the ability of pilots to function under high inertia, and explain the reports of zombie mercenaries."
"Full_Body_Augmentation","Specialty_Goods/Augmentation",205,0.2,1,"@cargo/fullbody.image@The full body package involves the replacement of all applicable limbs and organs with artificial versions, the enhancement of remaining body parts, neural interfacing and a neural computer. As the process is irreversible, only those in highly dangerous fields such as mercenaries or asteroid miners will opt for this.."
,,,,,
"Pleasure_Borgs","Specialty_Goods/Entertainment",530,0.1,2,"@cargo/pleasure_borgs.image@With the rise in dangerous transmitted diseases, self-cleansing pleasure borgs were developed to serve as the oldest profession in known history. Highly trained and able to perform duties ranging from the gentlest of touches, to the wildest imaginings of S and M, these borgs are an expensive but pleasurable pastime."
"Books","Specialty_Goods/Entertainment",50,2,1,"@cargo/books.image@A well-told tale still remains one of the chief forms of entertainment. Only the delivery of the tale changes. While books of the past consisted of large tomes filled with biodegradable paper, today's versions consist of plasfilm storage to be inserted into your PAD for projection."
"Musik","Specialty_Goods/Entertainment",50,0.01,1,"@cargo/music.image@Being entertainment consisting of sound, music takes many forms ranging from classical melodies, to heavy beat music, to today's synthetic muzo. Strangely, music from bands with bug names features highly in music culture, and one fellow known only as 'The King' has been generating music for several centuries."
"Holovids","Specialty_Goods/Entertainment",57,0.1,1,"@cargo/holovids.image@Mindless 3D visual entertainment for the masses. Especially popular among those with no noticeable social life. This year's top seller on the Confederation frontier: 'Who's your Dgn?: Interspecies Fantasies XXIV'. And, as always, the top seller in High Born space: 'Birth of a Nation II.'"
"Erotica","Specialty_Goods/Entertainment",650,0.01,3,"@cargo/erotica.image@Consisting of a meld of most forms of entertainment (holovid, aromatic oil, music, and the odd pleasure borg), erotica is a sensual feast wherein the purveyor is immersed in all the forms of sensation known to their race."
"Games","Specialty_Goods/Entertainment",52,0.01,1,"@cargo/games.image@Providing near endless possibility for gameplay and maximizing entertainment return, interactive computer games are a market fuelled by the hard labors of under funded dreamers. Despite their lack of fiscal resources they still manage to produce high quality products and garner wide fan bases. These fan bases could theoretically provide support for the poor, downtrodden programmers and content providers, but strangely they never seem to."
"Musical_Instruments","Specialty_Goods/Entertainment",52,0.01,1,"@cargo/musical_instruments.image@Collective description of contemporary music generation equipment. Commonly consisting of sound synthesizers, they also include modern forms of the percussion and acoustic instruments of older times."
,,,,,
"Surgical_Techniques","Research",55,0.01,0.01,"@cargo/surgical_techniques.image@The medical establishments of all species can appreciate the development of any techniques that are more discussed by surgeons than by lawyers."
"Engineered_Bacteria","Research",560,0.01,0.02,"@cargo/engineered_bacteria.image@Engineered bacteria have been used for over a millennia - but the set of tasks gets bigger every year."
"Quantum_Deductor","Research",420,0.01,1,"@upgrades/circuit2.image@The ever so polite name for the class of devices used to attack quantum cryptosystems."
"Virtual_Tunneling_Terminal","Research",240,0.01,1,"@cargo/virtual_tunneling_terminal.image@A device used for viewing and traversing the internals of macro-scale objects via tunnelling effects."
"Quantum_Computers","Research",75,0.01,1,"@cargo/quantum_processor.image@Featuring massive parallelism and minute feature size, a top of the line number cruncher can analyze more useless facts about its user in a second than most users desire to know in a lifetime."
,,,,,
"Cyborg_Defenders","Contraband",270,15,30,"@cargo/cyborg_mercs.image@The modern day equivalent to the private security officers of old, these cyborgs tend to be somewhat more cost effective, if somewhat less pleasant to stand next to. So they ride in the cargo hold instead..."
"Resistant_biologics","Contraband",90,0.01,1,"@cargo/resistant_biologics.image@While of potential legitimate use for research, these pathogens are deemed too dangerous to transport, if only because someone willing to use them might intercept them."
"Illegal_Weapons","Contraband",300,0.01,1,"@cargo/illegal_weapons.image@While it may seem odd, given the loose nature of the laws governing what armaments may be placed on civilian ships, certain weapons, such as thermonuclear mortars, hunter-killer drones, and Anchadaen wrestling worms, are not allowed to be carried around by the civilians of any known political entity deserving of the title. This does not prevent groups and individuals from desiring the acquisition of such devices."
"Pilot","Contraband",760,0.15,2,"@cargo/pilot.image@Much as you may hate the pilot of the ship that attempted to destroy yours, destroying that pilot's ship does not grant one, under interstellar law, the right to sell said pilot into slavery. That being said, many have been known to justify such actions by claiming it to be an entirely proper form of remuneration. [Note to editors: Do not change name as the code relies on Pilot]"
"Slaves","Contraband",750,0.1,2,"@cargo/slaves.image@Illegal due to fears of interspecies domination, among a plethora of other reasons, economic inefficiencies looming largest of all."
"Clones","Contraband",720,25,200,"@cargo/clones.image@It is illegal to transport clones as mass cargo. Each clone must book individual passage at cabin rate on a certified civilian transport. Exceptions may be granted for clones under the age of gestation."
"ISO_Propaganda","Contraband/Confed",100,0.01,1,"@cargo/swj.image@A fair portion of it's true a fair portion of the time, but all of it's illegal all of the time."
"ISO_Party_Member","Contraband/Confed",800,0.01,1,"@cargo/iso_member.image@Anyone in Confederation space willing to openly declare their membership in the ISO either has great fortitude or suffers from great idiocy. The same however, must be said of those willing to transport them through said space."
"Socialist_Worker_Journal","Contraband/Confed",35,0.01,1,"@cargo/swj.image@The Socialist Worker Journal is a bi-monthly electronic publication believed to have its origins on Berkeley in the Trotsky system. The SWJ highlights the importance of advancing socialism, and features artwork and music produced by workers, for workers. This product has been officially deemed 'unworthy for use even in the task of wiping one's rear.'"
"Luddite_Religious_Tracts","Contraband/Confed",100,0.01,1,"@cargo/luddite_tracts.image@Carrying ISO propaganda will get one arrested.  Carrying luddite propaganda, outside of the more sympathetic Purist regions, is likely to get one summarily shot."
"Escaped_Political_Prisoners","Contraband/Confed",920,0.01,1,"@cargo/political_prisoners.image@Are you now, or have you ever been, a member of the ISO?"
"Overeager_Immigrants","Contraband/Confed",160,20,200,"@cargo/overeager_immigrants.image@With the passing of the Confederation's so called 'Enough is Enough' legislation, it is illegal to transport individuals whose stated purpose is to settle on a planet deemed to have already reached its maximum desired population. While many decried the legislative package as both idiotic and unenforceable and hearings on the act dragged on for years, the coalition of Purists, High Born, Shapers, and various minor factions prevailed over the opposition of the Andolians and the Merchants, with the Unadorned not deigning to participate in the discussion."
"ICBINF","Contraband/Rlaan",80,0.01,1,"@cargo/icbinf.image@Originally designed as a cheap, renewable, and environmentally friendly refrigerant, it was found to induce exceptionally terminal cancers in Rlaan."
"Zhollus","Contraband/Rlaan",80,0.01,1,"@cargo/zhollus.image@A plant-like lifeform that, while exceptionally tasty to a Rlaan, is exceptionally devastating to a Rlaan friendly ecosystem."
"RetrifiedSalt","Contraband/Aera",80,1,1,"@cargo/retrified_salt.image@Salted crematory remains. Illegal in Aera space due to the combination of a cultural disdain for such and an unwillingness to remove an ancient law from the books."
"AeraNerveStimuli","Contraband/Aera",80,1,1,"@cargo/aeranervestimuli.image@Ever watched an Aera spasm in something that looks like a cross between an epileptic fit and an orgasm?  Give them some of this and sit back. Way back. Preferably behind a barrier, because when the Aera in question starts to go into withdrawal induced fits of berserker rage, you might live to tell the tale."
,,,,,
"small_asteroid0","Fragments",0,100,1000,"@cargo/gems.image@A chunk of asteroid. Can be mined for ore if further shot upon."
"small_asteroid1","Fragments",0,100,1000,"@cargo/gems.image@A chunk of asteroid. Can be mined for ore if further shot upon."
"small_asteroid2","Fragments",0,100,1000,"@cargo/gems.image@A chunk of asteroid. Can be mined for ore if further shot upon."
"small_asteroid3","Fragments",0,100,1000,"@cargo/gems.image@A chunk of asteroid. Can be mined for ore if further shot upon."
"small_asteroid4","Fragments",0,100,1000,"@cargo/gems.image@A chunk of asteroid. Can be mined for ore if further shot upon."
"small_asteroid5","Fragments",0,100,1000,"@cargo/gems.image@A chunk of asteroid. Can be mined for ore if further shot upon."
"small_asteroid6","Fragments",0,100,1000,"@cargo/gems.image@A chunk of asteroid. Can be mined for ore if further shot upon."
"small_asteroid7","Fragments",0,100,1000,"@cargo/gems.image@A chunk of asteroid. Can be mined for ore if further shot upon."
,,,,,
"WetBlankets","Worthless_Junk",0,0.01,1,
"InanimatePets","Really_Worthless_Junk",0,0.01,1,
